SrNo,TITLE,CATEGORY,CITY,STATE,DATE,AMOUNT,MONTH,YEAR,DATE
885,Mental harrassment for bribe and gifts,,Nagpur,Maharashtra,"March 24, 2019",15000,March,2019,March 24
886,BANK MANAGER asking give me extra money for sanction any loan,Loans,Ponnur,Andhra Pradesh,"March 24, 2019",10000,March,2019,March 24
887,I was cornered to pay 1000 even after I accepted to pay proper fine,"Traffic Fines, Penalties, Rules",Bangalore,Karnataka,"March 24, 2019",1000,March,2019,March 24
888,Cfvcdxffdcfrdxdfc,College Leaving Certificate,Abhayapuri,Assam,"March 23, 2019",10,March,2019,March 23
889,Charging higher than MRP,Fire License,Karur,Tamil Nadu,"March 22, 2019",5,March,2019,March 22
890,Traffic police asked me to pay 2000 as bribe for letting me go with my bike,Number Plates and Vehicle Registration,Pune,Maharashtra,"March 22, 2019",2000,March,2019,March 22
891,For marriage certificate,Certificates,Bangalore,Karnataka,"March 21, 2019",100,March,2019,March 21
892,Market valution fixde to IGR Office,Encumbrance Certificate,Bangalore,Karnataka,"March 21, 2019",50000,March,2019,March 21
893,Police verification,Verification and Certificates,Bangalore,Karnataka,"March 20, 2019",500,March,2019,March 20
894,To get conduct certificate,FIR and Complaints,Kadapa,Andhra Pradesh,"March 20, 2019",500,March,2019,March 20
895,Supercharger - RC Crawler,Loan Sanctioning,Adari,Uttar Pradesh,"March 20, 2019",2369,March,2019,March 20
896,AR15 LPK and AR15 Lower Part Kit at AR15handguard.com,Sales Tax,Adari,Uttar Pradesh,"March 19, 2019",2200,March,2019,March 19
897,Buy 8178 Black - Cigarette Case - Plastic Flip Top - BLACK - King Size,Visa,Achhnera,Uttar Pradesh,"March 19, 2019",2200,March,2019,March 19
898,Buy Best Hoverboard Silicone Case UK at Smartboardsuk.com,VAT,Adari,Uttar Pradesh,"March 19, 2019",2259,March,2019,March 19
899,Regarding release of my stolen vehicle from the police station where it was found,Verification and Certificates,Etawah,Uttar Pradesh,"March 17, 2019",1500,March,2019,March 17
900,Bribe in the name of Handling charges at JP Nagar Registrar office,Property Registration,Bangalore,Karnataka,"March 17, 2019",13000,March,2019,March 17
901,Voter registeration,Voter Registration,Ranchi,Jharkhand,"March 17, 2019",50,March,2019,March 17
902,Marriage certificate,Aadhaar Card Process,Mangalore,Karnataka,"March 17, 2019",500,March,2019,March 17
903,Illegal temporary sewage connection,Building and Housing,Chennai,Tamil Nadu,"March 16, 2019",50000,March,2019,March 16
904,Bribe to avoid installing a transformer,Transformers,Chennai,Tamil Nadu,"March 16, 2019",200000,March,2019,March 16
905,Plan approval in Chennai,Building and Housing,Chennai,Tamil Nadu,"March 16, 2019",200000,March,2019,March 16
906,I paid 200 INR for Police Verification for passport,Verification and Certificates,Nashik,Maharashtra,"March 16, 2019",200,March,2019,March 16
907,Bribe report,Marriage Certificate and Registration,Tiruchirapalli,Kerala,"March 15, 2019",100,March,2019,March 15
908,Passport verification,Police Verification for Passport,Bangalore,Karnataka,"March 15, 2019",500,March,2019,March 15
909,"Shantipath u.s embassy chowk,werw there on dutt by 10","Traffic Fines, Penalties, Rules",New Delhi,Delhi,"March 14, 2019",1500,March,2019,March 14
910,"Cyclone ""S"" Series Cold Air Intake System at RBinnovations.com",Service Tax,Achhnera,Uttar Pradesh,"March 14, 2019",289,March,2019,March 14
911,Bribe for water connection,Building and Housing,Coimbatore,Tamil Nadu,"March 13, 2019",40000,March,2019,March 13
912,House tax bribe,Tax,Coimbatore,Tamil Nadu,"March 13, 2019",20009,March,2019,March 13
913,AR15 Buffer Tube â AR Buffer Tube â A2 Buffer Tube,Certificates,Achhnera,Uttar Pradesh,"March 13, 2019",2896,March,2019,March 13
914,Stainless Steel & Faux Leather Cigarette Pocket Case â Hardworkingproducts.com,Customs Check and Clearance,Achhnera,Uttar Pradesh,"March 13, 2019",2236,March,2019,March 13
915,Police asked bribe for verifing passport documents.,Verification and Certificates,Chennai,Tamil Nadu,"March 13, 2019",200,March,2019,March 13
916,Refurbished Hoverboard Segway/Swegway For Sale UK â Smartboardsuk.com,Loans,Achhnera,Uttar Pradesh,"March 13, 2019",2230,March,2019,March 13
917,Bribe by police,FIR and Complaints,Chennai,Tamil Nadu,"March 12, 2019",1500,March,2019,March 12
918,For signing amount to pass the bill for the salary of the primary teacher,College Leaving Certificate,Mainpuri,Uttar Pradesh,"March 12, 2019",5000,March,2019,March 12
919,Bribe paid at Hosur Sub Registrar Office for Property Registration,Registration of Property,Dharmapuri,Tamil Nadu,"March 12, 2019",25000,March,2019,March 12
920,BRIBE TAKEN BY TRAFFIC  HAWALDAR GULSHER TADVI AT TEEN HAAATH NAKA THANE,Entry Tax,Thane,Maharashtra,"March 12, 2019",5000,March,2019,March 12
921,They asked me 10000 k for carrying weed,,Ghaziabad,Uttar Pradesh,"March 10, 2019",1300,March,2019,March 10
922,Bribe for police verification for passport,Verification and Certificates,Vadodara,Gujarat,"March  9, 2019",150,March,2019,March  9
923,TUCS TRIPLICANE,Others,Chennai,Tamil Nadu,"March  9, 2019",20000,March,2019,March  9
924,Government Bus conductor and driver's corruption,Public Transport,Eluru,Andhra Pradesh,"March  8, 2019",65,March,2019,March  8
925,PAID BRIBE FOR REGISTRATION OF PARTNERSHIP DEED,Certificates,New Delhi,Delhi,"March  7, 2019",8000,March,2019,March  7
926,I have gone ther to know my PAN CARD Number and the officer there have asked me for Rs 700,PAN,Asansol,West Bengal,"March  7, 2019",100,March,2019,March  7
927,Great Vigor BV-1 Supercharger â RBinnovations.com,Others,Udhagamandalam,Tamil Nadu,"March  7, 2019",2596,March,2019,March  7
928,Powermatic III or 3 Cigarette Rolling Machine For Sale,Loans,Oddanchatram,Tamil Nadu,"March  7, 2019",2869,March,2019,March  7
929,Bijli chori,Illegal Power Theft,Gaya,Bihar,"March  6, 2019",20000,March,2019,March  6
930,Https://www.ar15handguard.com/ar-15-foregrip-bipod-combo,Others,New Delhi,Delhi,"March  6, 2019",2963,March,2019,March  6
931,"Buy Best, Cheap & High Quality Hoverboards UK at Smartboardsuk.com",Others,Nellore,Andhra Pradesh,"March  6, 2019",2200,March,2019,March  6
932,Police Officer Came For Passport Verification,,Bangalore,Karnataka,"March  5, 2019",500,March,2019,March  5
933,I paid bribe of 800rs to TTE officer,Traveling without Ticket,Lucknow,Uttar Pradesh,"March  3, 2019",800,March,2019,March  3
934,Https://supplementmegastore.net/,Disability Certificate,Abhayapuri,Assam,"March  2, 2019",50,March,2019,March  2
935,Processing of Leave Encashment after Retirement,Pension Processing,Nagaon,Assam,"March  2, 2019",10000,March,2019,March  2
936,Licence Extract,Driving Licenses and Tests,Bangalore,Karnataka,"March  2, 2019",1500,March,2019,March  2
937,Tips To Fit Nitrous Kit by RB Innovations,Others,New Delhi,Delhi,"March  1, 2019",2500,March,2019,March  1
938,Speed Post By bank,Post and Parcel,Dhanbad,Jharkhand,"March  1, 2019",100,March,2019,March  1
939,Paid bribe for job,Railway Services,Gulbarga,Karnataka,"March  1, 2019",200000,March,2019,March  1
940,Https://installmentloanerx.org/mx-male/,Excess Baggage,Abohar,Punjab,"February 28, 2019",250,February,2019,February 28
941,Bribe to officer to renew post scheme agency,Money Order,Ahmedabad,Gujarat,"February 28, 2019",200,February,2019,February 28
942,I paid a bribe for passport verifaction,Autorickshaws,Mahesana,Gujarat,"February 28, 2019",100,February,2019,February 28
943,Paid to TTE from Agra to Delhi for allowing to travel in sleeper…,Others,Mathura,Uttar Pradesh,"February 27, 2019",75,February,2019,February 27
944,Police used to take bribe money from every taxi driver at airport,"Traffic Fines, Penalties, Rules",New Delhi,Delhi,"February 27, 2019",300,February,2019,February 27
945,BSA OFFICE HARDOI : what's doing local intelligence.all are sharing,Employee Grievances,Hardoi,Uttar Pradesh,"February 26, 2019",23000,February,2019,February 26
946,Powermatic 2+ Electric Cigarette Rolling Machine For Sale,Others,New Delhi,Delhi,"February 26, 2019",1500,February,2019,February 26
947,Passport Police Verification,Verification and Certificates,Bangalore,Karnataka,"February 26, 2019",200,February,2019,February 26
948,Thunder Tiger EB-4 Supercharger at RBinnovations.com,Others,New Delhi,Delhi,"February 26, 2019",2500,February,2019,February 26
949,"Food samples picked up fromto avoid testing and following procedures, collecting 20k through his PA",Policies and Procedures,Parvathipuram,Andhra Pradesh,"February 25, 2019",20000,February,2019,February 25
950,Not renewed the depot licence,Timber Related,Raurkela,Orissa,"February 25, 2019",35000,February,2019,February 25
951,Best & Inexpensive AR10 Buffer Tube Kit at AR15 Handguard,Others,New Delhi,Delhi,"February 25, 2019",1000,February,2019,February 25
952,Hoverboards Segway/Swegway Repair Services UK,Services,Badepalle,Telangana,"February 25, 2019",1200,February,2019,February 25
953,Delhi MCD,Land Regulation Scheme,New Delhi,Delhi,"February 24, 2019",400000,February,2019,February 24
954,For making anti currption India I want to expose him,Verification and Certificates,Jalor,Rajasthan,"February 23, 2019",1000,February,2019,February 23
955,Https://installmentloanerx.org/praltrix/,Disability Related,Abhayapuri,Assam,"February 23, 2019",25,February,2019,February 23
956,Traffic police took bribe forcing me,Public Transport,Chennai,Tamil Nadu,"February 23, 2019",200,February,2019,February 23
957,TRANS 1 APPROVAL,Service Tax,Bangalore,Karnataka,"February 22, 2019",150000,February,2019,February 22
958,Threatened by entire office for fighting against payment of bribe,License for Sale of Drugs,Bangalore,Karnataka,"February 21, 2019",3000,February,2019,February 21
959,Best and Inexpensive AR15 Laser and AR15 Light,Others,Badepalle,Telangana,"February 20, 2019",1200,February,2019,February 20
960,Corruption in GST Refunds,Sales Tax,Kalyan,Maharashtra,"February 20, 2019",30000,February,2019,February 20
961,Curruption in ujjwala yojna.,Others,Mal,West Bengal,"February 19, 2019",5000,February,2019,February 19
962,Buy 1/5th Scale Supercharger for G320 RC Engine HPI Only,Others,Calicut,Kerala,"February 19, 2019",1000,February,2019,February 19
963,Https://supplementmegastore.net/,Disability Related,Abhayapuri,Assam,"February 18, 2019",250,February,2019,February 18
964,For job in JNPT,Customs Check and Clearance,Navi Mumbai,Maharashtra,"February 18, 2019",1200000,February,2019,February 18
965,Automatic Powermatic 3 or III Cigarette Machine For Sale,Others,Bangalore,Karnataka,"February 18, 2019",1000,February,2019,February 18
966,Basic Shiksha Adhikari office hardoi,Certificates,Hardoi,Uttar Pradesh,"February 18, 2019",15000,February,2019,February 18
967,Buy 6.5â Inch Classic Hoverboard Swegway UK,Others,Bangalore,Karnataka,"February 18, 2019",1000,February,2019,February 18
968,Demanding for bribe.,Ticket and Seat Related,New Delhi,Delhi,"February 18, 2019",200,February,2019,February 18
969,International Driving License,"Traffic Fines, Penalties, Rules",Panaji,Goa,"February 17, 2019",550,February,2019,February 17
970,Fine drunk while driving bike,"Traffic Fines, Penalties, Rules",Bangalore,Karnataka,"February 17, 2019",5000,February,2019,February 17
971,Corruption is our country just like blood circulate our body,Employee Grievances,Hardoi,Uttar Pradesh,"February 16, 2019",25000,February,2019,February 16
972,Bribe asked by Kolkata Police Officer,Autorickshaws,Kolkata,West Bengal,"February 15, 2019",6000,February,2019,February 15
973,Paid the bribe to get a room to stay overnight.,Religious Institutions,Tirupati,Andhra Pradesh,"February 15, 2019",2000,February,2019,February 15
974,Paid 8500 for Apartment Registration,Property Registration,Bangalore,Karnataka,"February 15, 2019",8500,February,2019,February 15
975,Ugly Face of Kolkata Traffic Police,Registrations and Licenses,Kolkata,West Bengal,"February 14, 2019",200,February,2019,February 14
976,Lower Slide Assembly for Revolution Tobacco Cigarette Machine,Others,New Delhi,Delhi,"February 14, 2019",1289,February,2019,February 14
977,Losi 5ive Upgrade Parts at RBinnovations.com,Others,New Delhi,Delhi,"February 14, 2019",1200,February,2019,February 14
978,Payed for banking works,Loan Sanctioning,Abohar,Punjab,"February 13, 2019",12000,February,2019,February 13
979,I told staff to serve my notice from past 1.5 years they cant serve my notice i gave them 1200 to se,Services,Kalyan,Maharashtra,"February 13, 2019",1200,February,2019,February 13
980,Ti tax inspectior mahesh in jeevanahalli asked bride7000,Certificates,Bangalore,Karnataka,"February 13, 2019",7000,February,2019,February 13
981,AR15 LPK & Lower Part Kit at AR15handguard.com,Others,New Delhi,Delhi,"February 12, 2019",1000,February,2019,February 12
982,Hoverboard 6.5 Inch White Replacement Case Shell With Arch Bump Strips,Others,New Delhi,Delhi,"February 12, 2019",100,February,2019,February 12
983,Bribe for no reason,Driving Licenses and Tests,Chennai,Tamil Nadu,"February 11, 2019",1200,February,2019,February 11
984,DRINK AND DRIVE,"Traffic Fines, Penalties, Rules",Bangalore,Karnataka,"February 10, 2019",1259,February,2019,February 10
985,Taken bribe,Vehicle Fitness,Durgapur,West Bengal,"February  8, 2019",500,February,2019,February  8
986,Asked to pay a bribe,Business Visa,Mumbai,Maharashtra,"February  8, 2019",100000,February,2019,February  8
987,Officials openly asking for bribe to do my work,Building and Housing,Noida,Uttar Pradesh,"February  8, 2019",35000,February,2019,February  8
988,Asking bribe for vehicle release,Policies and Procedures,Bangalore,Karnataka,"February  8, 2019",10000,February,2019,February  8
989,Asked for bribe at the time  transfer of the house,Building and Housing,Noida,Uttar Pradesh,"February  7, 2019",350000,February,2019,February  7
990,Paid bribe for no bike insurance,"Traffic Fines, Penalties, Rules",Bangalore,Karnataka,"February  7, 2019",300,February,2019,February  7
991,Buying police clearance,Police Clearance Certificate,Bangalore,Karnataka,"February  7, 2019",2000,February,2019,February  7
992,Madurai Kamaraj university is a shop selling degrees,School or College Related,Madurai,Tamil Nadu,"February  6, 2019",200000,February,2019,February  6
993,Complain against gang forging documents to illegally acquire land,FIR and Complaints,Jehanabad,Bihar,"February  6, 2019",20000,February,2019,February  6
994,Hypothetication cancellation,Services,Chennai,Tamil Nadu,"February  6, 2019",75,February,2019,February  6
995,Shweta Agarwal - Debanjan Ghosh bribe Scandal,Court Related,Siliguri,West Bengal,"February  6, 2019",500000,February,2019,February  6
996,CY Carburetor Gasket for RC Engines â RB Innovations,Others,Ahwa,Gujarat,"February  6, 2019",100,February,2019,February  6
997,Driving in a no- entry road,"Traffic Fines, Penalties, Rules",Bangalore,Karnataka,"February  5, 2019",200,February,2019,February  5
998,AR or AR15 Buffer Tube at https://www.ar15handguard.com/ar-buffer-tube-stock,Others,New Delhi,Delhi,"February  4, 2019",1200,February,2019,February  4
999,Buy Solar Cigarette Lighter & Cigarette Pocket Case,Others,New Delhi,Delhi,"February  4, 2019",100,February,2019,February  4
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
